date;births
1996-07-19;2237
1996-07-20;1856
1996-07-21;1616
1996-07-22;2236
1996-07-23;2352
1996-07-24;2244
1996-07-25;2199
1996-07-26;2225
1996-07-27;1844
1996-07-28;1633
1996-07-29;2199
1996-07-30;2178
1996-07-31;2098
1996-08-01;2077
1996-08-02;2106
1996-08-03;1715
1996-08-04;1512
1996-08-05;2152
1996-08-06;2215
1996-08-07;2149
1996-08-08;2192
1996-08-09;2180
1996-08-10;1905
1996-08-11;1506
1996-08-12;2124
1996-08-13;2340
1996-08-14;2117
1996-08-15;1735
1996-08-16;2013
1996-08-17;1697
1996-08-18;1583
1996-08-19;2026
1996-08-20;2297
1996-08-21;2180
1996-08-22;2182
1996-08-23;2089
1996-08-24;1722
1996-08-25;1536
1996-08-26;2034
1996-08-27;2053
1996-08-28;2005
1996-08-29;2058
1996-08-30;1965
1996-08-31;1659
1996-09-01;1436
1996-09-02;1872
1996-09-03;2058
1996-09-04;2031
1996-09-05;2215
1996-09-06;2112
1996-09-07;1743
1996-09-08;1499
1996-09-09;2181
1996-09-10;2240
1996-09-11;2148
1996-09-12;2249
1996-09-13;2230
1996-09-14;1788
1996-09-15;1569
1996-09-16;2226
1996-09-17;2272
1996-09-18;2220
1996-09-19;2276
1996-09-20;2292
1996-09-21;1841
1996-09-22;1515
1996-09-23;2181
1996-09-24;2287
1996-09-25;2165
1996-09-26;2211
1996-09-27;2172
1996-09-28;1824
1996-09-29;1568
1996-09-30;2346
1996-10-01;2263
1996-10-02;2202
1996-10-03;2206
1996-10-04;2141
1996-10-05;1736
1996-10-06;1557
1996-10-07;2215
1996-10-08;2242
1996-10-09;2139
1996-10-10;2180
1996-10-11;2133
1996-10-12;1707
1996-10-13;1483
1996-10-14;2062
1996-10-15;2222
1996-10-16;2169
1996-10-17;1935
1996-10-18;2205
1996-10-19;1765
1996-10-20;1444
1996-10-21;2126
1996-10-22;2203
1996-10-23;2121
1996-10-24;2200
1996-10-25;2221
1996-10-26;1658
1996-10-27;1516
1996-10-28;1985
1996-10-29;2236
1996-10-30;2162
1996-10-31;2059
1996-11-01;1618
1996-11-02;1694
1996-11-03;1541
1996-11-04;2126
1996-11-05;2259
1996-11-06;2217
1996-11-07;2190
1996-11-08;2257
1996-11-09;1764
1996-11-10;1565
1996-11-11;1601
1996-11-12;2361
1996-11-13;2222
1996-11-14;2284
1996-11-15;2159
1996-11-16;1771
1996-11-17;1582
1996-11-18;2191
1996-11-19;2257
1996-11-20;2211
1996-11-21;2116
1996-11-22;2090
1996-11-23;1781
1996-11-24;1565
1996-11-25;2197
1996-11-26;2253
1996-11-27;2133
1996-11-28;2189
1996-11-29;2108
1996-11-30;1692
1996-12-01;1611
1996-12-02;2263
1996-12-03;2230
1996-12-04;2091
1996-12-05;2126
1996-12-06;2072
1996-12-07;1723
1996-12-08;1500
1996-12-09;2124
1996-12-10;2265
1996-12-11;2138
1996-12-12;2220
1996-12-13;2185
1996-12-14;1818
1996-12-15;1622
1996-12-16;2369
1996-12-17;2472
1996-12-18;2218
1996-12-19;2271
1996-12-20;2272
1996-12-21;1679
1996-12-22;1466
1996-12-23;1924
1996-12-24;1861
1996-12-25;1369
1996-12-26;2109
1996-12-27;2148
1996-12-28;1766
1996-12-29;1525
1996-12-30;2172
1996-12-31;2048
1997-01-01;1404
1997-01-02;1928
1997-01-03;2064
1997-01-04;1760
1997-01-05;1606
1997-01-06;2129
1997-01-07;2246
1997-01-08;2019
1997-01-09;2093
1997-01-10;2095
1997-01-11;1711
1997-01-12;1456
1997-01-13;2038
1997-01-14;2190
1997-01-15;2014
1997-01-16;2095
1997-01-17;2152
1997-01-18;1731
1997-01-19;1513
1997-01-20;2125
1997-01-21;2111
1997-01-22;2090
1997-01-23;2146
1997-01-24;2049
1997-01-25;1732
1997-01-26;1449
1997-01-27;2050
1997-01-28;2165
1997-01-29;1979
1997-01-30;2074
1997-01-31;1992
1997-02-01;1672
1997-02-02;1583
1997-02-03;2106
1997-02-04;2173
1997-02-05;2089
1997-02-06;2072
1997-02-07;2088
1997-02-08;1745
1997-02-09;1482
1997-02-10;2245
1997-02-11;2192
1997-02-12;2127
1997-02-13;2090
1997-02-14;2178
1997-02-15;1808
1997-02-16;1490
1997-02-17;2173
1997-02-18;2163
1997-02-19;2068
1997-02-20;2066
1997-02-21;2083
1997-02-22;1722
1997-02-23;1439
1997-02-24;2122
1997-02-25;2157
1997-02-26;1950
1997-02-27;2032
1997-02-28;2026
1997-03-01;1709
1997-03-02;1540
1997-03-03;2092
1997-03-04;2116
1997-03-05;2120
1997-03-06;2118
1997-03-07;2110
1997-03-08;1579
1997-03-09;1423
1997-03-10;2088
1997-03-11;2139
1997-03-12;2101
1997-03-13;1974
1997-03-14;2025
1997-03-15;1634
1997-03-16;1404
1997-03-17;2026
1997-03-18;2190
1997-03-19;2065
1997-03-20;2062
1997-03-21;2009
1997-03-22;1680
1997-03-23;1465
1997-03-24;2086
1997-03-25;2251
1997-03-26;2120
1997-03-27;2124
1997-03-28;2168
1997-03-29;1620
1997-03-30;1400
1997-03-31;1569
1997-04-01;2225
1997-04-02;2292
1997-04-03;2248
1997-04-04;2183
1997-04-05;1734
1997-04-06;1523
1997-04-07;2153
1997-04-08;2282
1997-04-09;2076
1997-04-10;2212
1997-04-11;2208
1997-04-12;1788
1997-04-13;1494
1997-04-14;2178
1997-04-15;2159
1997-04-16;2104
1997-04-17;2126
1997-04-18;2092
1997-04-19;1734
1997-04-20;1606
1997-04-21;2169
1997-04-22;2325
1997-04-23;2195
1997-04-24;2234
1997-04-25;2136
1997-04-26;1838
1997-04-27;1583
1997-04-28;2263
1997-04-29;2241
1997-04-30;2325
1997-05-01;1709
1997-05-02;2238
1997-05-03;1855
1997-05-04;1672
1997-05-05;2305
1997-05-06;2471
1997-05-07;2453
1997-05-08;1703
1997-05-09;2169
1997-05-10;1773
1997-05-11;1513
1997-05-12;2214
1997-05-13;2318
1997-05-14;2313
1997-05-15;2252
1997-05-16;2319
1997-05-17;1796
1997-05-18;1555
1997-05-19;1630
1997-05-20;2185
1997-05-21;2275
1997-05-22;2280
1997-05-23;2210
1997-05-24;1847
1997-05-25;1511
1997-05-26;2108
1997-05-27;2246
1997-05-28;2123
1997-05-29;2140
1997-05-30;2158
1997-05-31;1663
1997-06-01;1513
1997-06-02;2013
1997-06-03;2194
1997-06-04;2186
1997-06-05;2211
1997-06-06;2261
1997-06-07;1794
1997-06-08;1639
1997-06-09;2089
1997-06-10;2271
1997-06-11;2242
1997-06-12;2261
1997-06-13;2203
1997-06-14;1774
1997-06-15;1577
1997-06-16;2254
1997-06-17;2260
1997-06-18;2237
1997-06-19;2190
1997-06-20;2070
1997-06-21;1821
1997-06-22;1541
1997-06-23;2234
1997-06-24;2348
1997-06-25;2231
1997-06-26;2304
1997-06-27;2365
1997-06-28;1803
1997-06-29;1587
1997-06-30;2143
1997-07-01;2239
1997-07-02;2273
1997-07-03;2191
1997-07-04;2324
1997-07-05;1815
1997-07-06;1560
1997-07-07;2303
1997-07-08;2298
1997-07-09;2246
1997-07-10;2390
1997-07-11;2374
1997-07-12;1881
1997-07-13;1601
1997-07-14;1612
1997-07-15;2258
1997-07-16;2329
1997-07-17;2330
1997-07-18;2255
1997-07-19;1791
1997-07-20;1576
1997-07-21;2243
1997-07-22;2248
1997-07-23;2200
1997-07-24;2336
1997-07-25;2289
1997-07-26;1792
1997-07-27;1615
1997-07-28;2090
1997-07-29;2293
1997-07-30;2192
1997-07-31;2226
1997-08-01;2188
1997-08-02;1746
1997-08-03;1635
1997-08-04;2191
1997-08-05;2314
1997-08-06;2213
1997-08-07;2211
1997-08-08;2275
1997-08-09;1814
1997-08-10;1504
1997-08-11;2123
1997-08-12;2312
1997-08-13;2186
1997-08-14;2124
1997-08-15;1570
1997-08-16;1646
1997-08-17;1488
1997-08-18;2043
1997-08-19;2136
1997-08-20;2099
1997-08-21;2099
1997-08-22;2066
1997-08-23;1599
1997-08-24;1540
1997-08-25;2033
1997-08-26;2118
1997-08-27;2080
1997-08-28;2119
1997-08-29;1940
1997-08-30;1548
1997-08-31;1421
1997-09-01;1945
1997-09-02;2089
1997-09-03;1937
1997-09-04;1945
1997-09-05;2024
1997-09-06;1640
1997-09-07;1493
1997-09-08;2042
1997-09-09;2116
1997-09-10;2124
1997-09-11;2215
1997-09-12;2149
1997-09-13;1656
1997-09-14;1412
1997-09-15;2062
1997-09-16;2179
1997-09-17;2128
1997-09-18;2239
1997-09-19;2164
1997-09-20;1781
1997-09-21;1511
1997-09-22;2128
1997-09-23;2169
1997-09-24;2148
1997-09-25;2128
1997-09-26;2190
1997-09-27;1806
1997-09-28;1559
1997-09-29;2172
1997-09-30;2190
1997-10-01;2155
1997-10-02;2289
1997-10-03;2147
1997-10-04;1746
1997-10-05;1511
1997-10-06;2185
1997-10-07;2210
1997-10-08;2099
1997-10-09;2038
1997-10-10;2112
1997-10-11;1680
1997-10-12;1503
1997-10-13;2024
1997-10-14;2152
1997-10-15;1989
1997-10-16;2133
1997-10-17;2125
1997-10-18;1748
1997-10-19;1531
1997-10-20;2069
1997-10-21;2196
1997-10-22;2045
1997-10-23;2107
1997-10-24;2058
1997-10-25;1692
1997-10-26;1549
1997-10-27;1987
1997-10-28;2003
1997-10-29;1946
1997-10-30;2019
1997-10-31;2010
1997-11-01;1559
1997-11-02;1471
1997-11-03;2012
1997-11-04;2193
1997-11-05;2205
1997-11-06;2199
1997-11-07;2309
1997-11-08;1759
1997-11-09;1528
1997-11-10;2124
1997-11-11;1726
1997-11-12;2089
1997-11-13;2149
1997-11-14;2201
1997-11-15;1728
1997-11-16;1526
1997-11-17;2118
1997-11-18;2188
1997-11-19;2176
1997-11-20;2221
1997-11-21;2074
1997-11-22;1673
1997-11-23;1570
1997-11-24;2063
1997-11-25;2094
1997-11-26;2094
1997-11-27;2050
1997-11-28;2101
1997-11-29;1734
1997-11-30;1574
1997-12-01;2172
1997-12-02;2175
1997-12-03;2038
1997-12-04;2030
1997-12-05;2083
1997-12-06;1709
1997-12-07;1458
1997-12-08;2183
1997-12-09;2191
1997-12-10;2255
1997-12-11;2183
1997-12-12;2092
1997-12-13;1647
1997-12-14;1460
1997-12-15;2369
1997-12-16;2324
1997-12-17;2315
1997-12-18;2422
1997-12-19;2339
1997-12-20;1740
1997-12-21;1474
1997-12-22;1939
1997-12-23;1989
1997-12-24;1726
1997-12-25;1382
1997-12-26;2189
1997-12-27;1777
1997-12-28;1482
1997-12-29;2248
1997-12-30;2249
1997-12-31;1970
1998-01-01;1377
1998-01-02;1889
1998-01-03;1683
1998-01-04;1563
1998-01-05;2157
1998-01-06;2152
1998-01-07;2146
1998-01-08;2092
1998-01-09;2148
1998-01-10;1724
1998-01-11;1481
1998-01-12;2158
1998-01-13;2135
1998-01-14;2113
1998-01-15;2071
1998-01-16;2154
1998-01-17;1721
1998-01-18;1577
1998-01-19;2196
1998-01-20;2163
1998-01-21;2157
1998-01-22;2128
1998-01-23;2205
1998-01-24;1847
1998-01-25;1613
1998-01-26;2106
1998-01-27;2148
1998-01-28;2109
1998-01-29;2157
1998-01-30;2098
1998-01-31;1673
1998-02-01;1516
1998-02-02;2121
1998-02-03;2112
1998-02-04;2146
1998-02-05;2280
1998-02-06;2108
1998-02-07;1739
1998-02-08;1531
1998-02-09;2099
1998-02-10;2131
1998-02-11;2063
1998-02-12;2223
1998-02-13;2091
1998-02-14;1735
1998-02-15;1593
1998-02-16;2036
1998-02-17;2113
1998-02-18;2144
1998-02-19;2040
1998-02-20;2055
1998-02-21;1712
1998-02-22;1464
1998-02-23;1945
1998-02-24;2047
1998-02-25;2012
1998-02-26;2111
1998-02-27;2159
1998-02-28;1682
1998-03-01;1480
1998-03-02;2177
1998-03-03;2223
1998-03-04;2121
1998-03-05;2151
1998-03-06;2098
1998-03-07;1675
1998-03-08;1538
1998-03-09;2104
1998-03-10;2279
1998-03-11;2051
1998-03-12;2089
1998-03-13;2148
1998-03-14;1743
1998-03-15;1504
1998-03-16;2130
1998-03-17;2194
1998-03-18;2146
1998-03-19;2114
1998-03-20;2104
1998-03-21;1634
1998-03-22;1459
1998-03-23;2036
1998-03-24;2161
1998-03-25;2135
1998-03-26;2061
1998-03-27;2184
1998-03-28;1711
1998-03-29;1490
1998-03-30;2216
1998-03-31;2126
1998-04-01;2092
1998-04-02;2178
1998-04-03;2141
1998-04-04;1771
1998-04-05;1537
1998-04-06;2141
1998-04-07;2325
1998-04-08;2243
1998-04-09;2228
1998-04-10;2277
1998-04-11;1748
1998-04-12;1603
1998-04-13;1642
1998-04-14;2126
1998-04-15;2285
1998-04-16;2358
1998-04-17;2284
1998-04-18;1854
1998-04-19;1569
1998-04-20;2191
1998-04-21;2353
1998-04-22;2200
1998-04-23;2232
1998-04-24;2263
1998-04-25;1800
1998-04-26;1589
1998-04-27;2228
1998-04-28;2269
1998-04-29;2303
1998-04-30;2387
1998-05-01;1670
1998-05-02;1765
1998-05-03;1591
1998-05-04;2278
1998-05-05;2409
1998-05-06;2246
1998-05-07;2368
1998-05-08;1695
1998-05-09;1753
1998-05-10;1633
1998-05-11;2315
1998-05-12;2383
1998-05-13;2276
1998-05-14;2290
1998-05-15;2280
1998-05-16;1735
1998-05-17;1510
1998-05-18;2102
1998-05-19;2310
1998-05-20;2257
1998-05-21;1601
1998-05-22;2032
1998-05-23;1708
1998-05-24;1493
1998-05-25;2146
1998-05-26;2311
1998-05-27;2077
1998-05-28;2167
1998-05-29;2129
1998-05-30;1677
1998-05-31;1509
1998-06-01;1491
1998-06-02;2126
1998-06-03;2159
1998-06-04;2153
1998-06-05;2159
1998-06-06;1755
1998-06-07;1428
1998-06-08;2118
1998-06-09;2152
1998-06-10;2262
1998-06-11;2126
1998-06-12;2201
1998-06-13;1635
1998-06-14;1501
1998-06-15;2209
1998-06-16;2215
1998-06-17;2158
1998-06-18;2154
1998-06-19;2217
1998-06-20;1827
1998-06-21;1579
1998-06-22;2235
1998-06-23;2286
1998-06-24;2230
1998-06-25;2297
1998-06-26;2218
1998-06-27;1757
1998-06-28;1646
1998-06-29;2133
1998-06-30;2315
1998-07-01;2283
1998-07-02;2252
1998-07-03;2265
1998-07-04;1832
1998-07-05;1646
1998-07-06;2170
1998-07-07;2357
1998-07-08;2159
1998-07-09;2420
1998-07-10;2267
1998-07-11;1914
1998-07-12;1623
1998-07-13;2165
1998-07-14;1678
1998-07-15;2204
1998-07-16;2334
1998-07-17;2364
1998-07-18;1854
1998-07-19;1624
1998-07-20;2316
1998-07-21;2428
1998-07-22;2244
1998-07-23;2358
1998-07-24;2197
1998-07-25;1886
1998-07-26;1678
1998-07-27;2224
1998-07-28;2262
1998-07-29;2214
1998-07-30;2258
1998-07-31;2225
1998-08-01;1779
1998-08-02;1628
1998-08-03;2164
1998-08-04;2329
1998-08-05;2373
1998-08-06;2301
1998-08-07;2341
1998-08-08;1939
1998-08-09;1727
1998-08-10;2307
1998-08-11;2415
1998-08-12;2301
1998-08-13;2221
1998-08-14;2194
1998-08-15;1689
1998-08-16;1584
1998-08-17;2122
1998-08-18;2195
1998-08-19;2115
1998-08-20;2143
1998-08-21;2116
1998-08-22;1790
1998-08-23;1484
1998-08-24;2089
1998-08-25;2286
1998-08-26;2069
1998-08-27;2128
1998-08-28;2192
1998-08-29;1724
1998-08-30;1532
1998-08-31;2044
1998-09-01;2184
1998-09-02;2163
1998-09-03;2231
1998-09-04;2185
1998-09-05;1717
1998-09-06;1567
1998-09-07;2231
1998-09-08;2308
1998-09-09;2290
1998-09-10;2293
1998-09-11;2214
1998-09-12;1772
1998-09-13;1615
1998-09-14;2226
1998-09-15;2339
1998-09-16;2334
1998-09-17;2232
1998-09-18;2297
1998-09-19;1809
1998-09-20;1696
1998-09-21;2366
1998-09-22;2396
1998-09-23;2376
1998-09-24;2228
1998-09-25;2185
1998-09-26;1915
1998-09-27;1612
1998-09-28;2379
1998-09-29;2328
1998-09-30;2241
1998-10-01;2286
1998-10-02;2313
1998-10-03;1748
1998-10-04;1594
1998-10-05;2213
1998-10-06;2240
1998-10-07;2124
1998-10-08;2219
1998-10-09;2144
1998-10-10;1751
1998-10-11;1562
1998-10-12;2171
1998-10-13;2161
1998-10-14;2150
1998-10-15;2181
1998-10-16;2169
1998-10-17;1784
1998-10-18;1524
1998-10-19;2099
1998-10-20;2231
1998-10-21;2145
1998-10-22;2142
1998-10-23;2173
1998-10-24;1710
1998-10-25;1542
1998-10-26;2025
1998-10-27;2095
1998-10-28;2061
1998-10-29;2009
1998-10-30;2060
1998-10-31;1610
1998-11-01;1504
1998-11-02;2041
1998-11-03;2260
1998-11-04;2234
1998-11-05;2166
1998-11-06;2205
1998-11-07;1684
1998-11-08;1544
1998-11-09;2201
1998-11-10;2273
1998-11-11;1689
1998-11-12;2178
1998-11-13;2104
1998-11-14;1793
1998-11-15;1504
1998-11-16;2154
1998-11-17;2178
1998-11-18;2120
1998-11-19;2109
1998-11-20;2206
1998-11-21;1726
1998-11-22;1511
1998-11-23;2161
1998-11-24;2266
1998-11-25;2219
1998-11-26;2144
1998-11-27;2121
1998-11-28;1708
1998-11-29;1486
1998-11-30;2051
1998-12-01;2127
1998-12-02;2079
1998-12-03;2116
1998-12-04;2156
1998-12-05;1712
1998-12-06;1531
1998-12-07;2141
1998-12-08;2213
1998-12-09;2091
1998-12-10;2212
1998-12-11;2172
1998-12-12;1741
1998-12-13;1575
1998-12-14;2276
1998-12-15;2272
1998-12-16;2240
1998-12-17;2234
1998-12-18;2282
1998-12-19;1812
1998-12-20;1591
1998-12-21;2109
1998-12-22;2102
1998-12-23;1882
1998-12-24;1798
1998-12-25;1433
1998-12-26;1778
1998-12-27;1655
1998-12-28;2197
1998-12-29;2185
1998-12-30;2049
1998-12-31;1886
1999-01-01;1451
1999-01-02;1633
1999-01-03;1572
1999-01-04;2104
1999-01-05;2233
1999-01-06;2025
1999-01-07;2124
1999-01-08;2093
1999-01-09;1720
1999-01-10;1494
1999-01-11;2044
1999-01-12;2078
1999-01-13;2046
1999-01-14;2129
1999-01-15;2111
1999-01-16;1708
1999-01-17;1533
1999-01-18;2121
1999-01-19;2170
1999-01-20;2110
1999-01-21;2125
1999-01-22;2107
1999-01-23;1635
1999-01-24;1557
1999-01-25;2111
1999-01-26;2242
1999-01-27;2101
1999-01-28;2145
1999-01-29;2113
1999-01-30;1685
1999-01-31;1517
1999-02-01;2063
1999-02-02;2188
1999-02-03;2052
1999-02-04;2133
1999-02-05;2197
1999-02-06;1736
1999-02-07;1598
1999-02-08;2042
1999-02-09;2141
1999-02-10;2131
1999-02-11;2151
1999-02-12;2154
1999-02-13;1785
1999-02-14;1603
1999-02-15;2107
1999-02-16;2108
1999-02-17;2065
1999-02-18;2088
1999-02-19;2085
1999-02-20;1787
1999-02-21;1542
1999-02-22;2099
1999-02-23;2136
1999-02-24;2032
1999-02-25;2024
1999-02-26;2138
1999-02-27;1709
1999-02-28;1551
1999-03-01;2180
1999-03-02;2230
1999-03-03;2164
1999-03-04;2182
1999-03-05;2220
1999-03-06;1707
1999-03-07;1516
1999-03-08;2174
1999-03-09;2152
1999-03-10;2055
1999-03-11;2157
1999-03-12;2109
1999-03-13;1654
1999-03-14;1495
1999-03-15;2091
1999-03-16;2232
1999-03-17;2050
1999-03-18;2095
1999-03-19;2081
1999-03-20;1677
1999-03-21;1472
1999-03-22;2049
1999-03-23;2142
1999-03-24;2039
1999-03-25;2076
1999-03-26;2090
1999-03-27;1730
1999-03-28;1427
1999-03-29;2137
1999-03-30;2243
1999-03-31;2100
1999-04-01;2149
1999-04-02;2179
1999-04-03;1702
1999-04-04;1543
1999-04-05;1638
1999-04-06;2259
1999-04-07;2205
1999-04-08;2155
1999-04-09;2183
1999-04-10;1742
1999-04-11;1476
1999-04-12;2152
1999-04-13;2288
1999-04-14;2202
1999-04-15;2232
1999-04-16;2234
1999-04-17;1773
1999-04-18;1659
1999-04-19;2078
1999-04-20;2221
1999-04-21;2232
1999-04-22;2254
1999-04-23;2256
1999-04-24;1713
1999-04-25;1558
1999-04-26;2243
1999-04-27;2234
1999-04-28;2212
1999-04-29;2239
1999-04-30;2168
1999-05-01;1653
1999-05-02;1661
1999-05-03;2270
1999-05-04;2419
1999-05-05;2222
1999-05-06;2307
1999-05-07;2304
1999-05-08;1721
1999-05-09;1579
1999-05-10;2378
1999-05-11;2380
1999-05-12;2330
1999-05-13;1780
1999-05-14;2150
1999-05-15;1816
1999-05-16;1646
1999-05-17;2342
1999-05-18;2375
1999-05-19;2291
1999-05-20;2220
1999-05-21;2337
1999-05-22;1834
1999-05-23;1570
1999-05-24;1606
1999-05-25;2186
1999-05-26;2297
1999-05-27;2365
1999-05-28;2294
1999-05-29;1807
1999-05-30;1587
1999-05-31;2173
1999-06-01;2268
1999-06-02;2181
1999-06-03;2121
1999-06-04;2102
1999-06-05;1729
1999-06-06;1564
1999-06-07;2132
1999-06-08;2247
1999-06-09;2179
1999-06-10;2112
1999-06-11;2143
1999-06-12;1717
1999-06-13;1596
1999-06-14;2238
1999-06-15;2385
1999-06-16;2309
1999-06-17;2210
1999-06-18;2290
1999-06-19;1698
1999-06-20;1621
1999-06-21;2226
1999-06-22;2281
1999-06-23;2190
1999-06-24;2300
1999-06-25;2415
1999-06-26;1823
1999-06-27;1671
1999-06-28;2261
1999-06-29;2350
1999-06-30;2297
1999-07-01;2250
1999-07-02;2327
1999-07-03;1947
1999-07-04;1660
1999-07-05;2298
1999-07-06;2350
1999-07-07;2309
1999-07-08;2294
1999-07-09;2404
1999-07-10;1919
1999-07-11;1719
1999-07-12;2399
1999-07-13;2481
1999-07-14;1796
1999-07-15;2328
1999-07-16;2401
1999-07-17;1963
1999-07-18;1730
1999-07-19;2275
1999-07-20;2379
1999-07-21;2355
1999-07-22;2244
1999-07-23;2311
1999-07-24;1798
1999-07-25;1719
1999-07-26;2274
1999-07-27;2404
1999-07-28;2312
1999-07-29;2325
1999-07-30;2261
1999-07-31;1905
1999-08-01;1645
1999-08-02;2287
1999-08-03;2215
1999-08-04;2208
1999-08-05;2224
1999-08-06;2243
1999-08-07;1881
1999-08-08;1656
1999-08-09;2050
1999-08-10;2305
1999-08-11;2058
1999-08-12;2235
1999-08-13;2115
1999-08-14;1807
1999-08-15;1584
1999-08-16;2127
1999-08-17;2238
1999-08-18;2207
1999-08-19;2214
1999-08-20;2315
1999-08-21;1781
1999-08-22;1564
1999-08-23;2143
1999-08-24;2249
1999-08-25;2320
1999-08-26;2330
1999-08-27;2251
1999-08-28;1745
1999-08-29;1614
1999-08-30;2114
1999-08-31;2167
1999-09-01;2094
1999-09-02;2265
1999-09-03;2181
1999-09-04;1798
1999-09-05;1651
1999-09-06;2077
1999-09-07;2253
1999-09-08;2194
1999-09-09;2364
1999-09-10;2291
1999-09-11;1839
1999-09-12;1683
1999-09-13;2180
1999-09-14;2414
1999-09-15;2280
1999-09-16;2264
1999-09-17;2287
1999-09-18;1856
1999-09-19;1643
1999-09-20;2337
1999-09-21;2377
1999-09-22;2268
1999-09-23;2254
1999-09-24;2227
1999-09-25;1893
1999-09-26;1665
1999-09-27;2246
1999-09-28;2403
1999-09-29;2225
1999-09-30;2319
1999-10-01;2253
1999-10-02;1779
1999-10-03;1571
1999-10-04;2207
1999-10-05;2225
1999-10-06;2147
1999-10-07;2200
1999-10-08;2188
1999-10-09;1770
1999-10-10;1625
1999-10-11;2197
1999-10-12;2175
1999-10-13;2041
1999-10-14;2139
1999-10-15;2313
1999-10-16;1780
1999-10-17;1488
1999-10-18;2118
1999-10-19;2215
1999-10-20;2193
1999-10-21;2188
1999-10-22;2217
1999-10-23;1758
1999-10-24;1585
1999-10-25;2183
1999-10-26;2281
1999-10-27;2158
1999-10-28;2285
1999-10-29;2278
1999-10-30;1745
1999-10-31;1585
1999-11-01;1576
1999-11-02;1996
1999-11-03;2076
1999-11-04;2148
1999-11-05;2171
1999-11-06;1801
1999-11-07;1608
1999-11-08;2167
1999-11-09;2216
1999-11-10;2176
1999-11-11;1726
1999-11-12;2113
1999-11-13;1745
1999-11-14;1624
1999-11-15;2088
1999-11-16;2182
1999-11-17;2149
1999-11-18;2142
1999-11-19;2082
1999-11-20;1806
1999-11-21;1561
1999-11-22;2154
1999-11-23;2268
1999-11-24;2128
1999-11-25;2071
1999-11-26;2069
1999-11-27;1740
1999-11-28;1520
1999-11-29;2114
1999-11-30;2100
1999-12-01;2052
1999-12-02;2122
1999-12-03;2165
1999-12-04;1798
1999-12-05;1626
1999-12-06;2079
1999-12-07;2155
1999-12-08;2158
1999-12-09;2219
1999-12-10;2328
1999-12-11;1761
1999-12-12;1635
1999-12-13;2251
1999-12-14;2320
1999-12-15;2344
1999-12-16;2407
1999-12-17;2390
1999-12-18;1820
1999-12-19;1627
1999-12-20;2236
1999-12-21;2144
1999-12-22;2069
1999-12-23;1973
1999-12-24;1811
1999-12-25;1560
1999-12-26;1695
1999-12-27;2222
1999-12-28;2253
1999-12-29;2070
1999-12-30;1968
1999-12-31;1729
2000-01-01;1606
2000-01-02;1614
2000-01-03;2194
2000-01-04;2417
2000-01-05;2193
2000-01-06;2239
2000-01-07;2258
2000-01-08;1933
2000-01-09;1591
2000-01-10;2217
2000-01-11;2280
2000-01-12;2200
2000-01-13;2156
2000-01-14;2200
2000-01-15;1805
2000-01-16;1528
2000-01-17;2163
2000-01-18;2199
2000-01-19;2161
2000-01-20;2182
2000-01-21;2267
2000-01-22;1830
2000-01-23;1652
2000-01-24;2164
2000-01-25;2206
2000-01-26;2162
2000-01-27;2226
2000-01-28;2176
2000-01-29;1785
2000-01-30;1717
2000-01-31;2238
2000-02-01;2155
2000-02-02;2241
2000-02-03;2191
2000-02-04;2262
2000-02-05;1827
2000-02-06;1658
2000-02-07;2171
2000-02-08;2394
2000-02-09;2271
2000-02-10;2259
2000-02-11;2272
2000-02-12;1847
2000-02-13;1569
2000-02-14;2215
2000-02-15;2242
2000-02-16;2204
2000-02-17;2235
2000-02-18;2201
2000-02-19;1836
2000-02-20;1562
2000-02-21;2129
2000-02-22;2161
2000-02-23;2178
2000-02-24;2236
2000-02-25;2264
2000-02-26;1730
2000-02-27;1620
2000-02-28;2138
2000-02-29;2081
2000-03-01;2214
2000-03-02;2183
2000-03-03;2267
2000-03-04;1751
2000-03-05;1584
2000-03-06;2204
2000-03-07;2191
2000-03-08;2288
2000-03-09;2129
2000-03-10;2262
2000-03-11;1790
2000-03-12;1617
2000-03-13;2167
2000-03-14;2172
2000-03-15;2216
2000-03-16;2248
2000-03-17;2134
2000-03-18;1736
2000-03-19;1652
2000-03-20;2147
2000-03-21;2227
2000-03-22;2224
2000-03-23;2173
2000-03-24;2213
2000-03-25;1755
2000-03-26;1572
2000-03-27;2196
2000-03-28;2313
2000-03-29;2220
2000-03-30;2238
2000-03-31;2232
2000-04-01;1739
2000-04-02;1613
2000-04-03;2303
2000-04-04;2361
2000-04-05;2294
2000-04-06;2185
2000-04-07;2225
2000-04-08;1800
2000-04-09;1687
2000-04-10;2247
2000-04-11;2270
2000-04-12;2276
2000-04-13;2236
2000-04-14;2245
2000-04-15;1905
2000-04-16;1649
2000-04-17;2229
2000-04-18;2401
2000-04-19;2233
2000-04-20;2259
2000-04-21;2271
2000-04-22;1929
2000-04-23;1681
2000-04-24;1635
2000-04-25;2224
2000-04-26;2357
2000-04-27;2329
2000-04-28;2310
2000-04-29;1890
2000-04-30;1686
2000-05-01;1740
2000-05-02;2385
2000-05-03;2396
2000-05-04;2432
2000-05-05;2468
2000-05-06;1963
2000-05-07;1761
2000-05-08;1764
2000-05-09;2428
2000-05-10;2421
2000-05-11;2427
2000-05-12;2396
2000-05-13;1880
2000-05-14;1735
2000-05-15;2343
2000-05-16;2406
2000-05-17;2269
